EmployeeNumber,MonthlyIncome,MonthlyRate,DailyRate,Age,YearsAtCompany,HourlyRate,YearsWithCurrManager,BusinessTravel,OverTime,NumCompaniesWorked,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,EducationField,TotalWorkingYears,PercentSalaryHike,YearsSinceLastPromotion,JobRole,YearsInCurrentRole,StockOptionLevel,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,Department,MaritalStatus,JobLevel,RelationshipSatisfaction,StandardHours,PerformanceRating,Over18,EmployeeCount,Education
0.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,469.0,4649.0,16928.0,746.0,29.0,4.0,61.0,2.0,1.0,2.0,3.0,4.0,4.0,14.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,80.0,3.0,1.0,3.0
1.0,1.0,3.0,6.0,0.0,1.0,1.0,0.0,848.0,2366.0,20898.0,887.0,26.0,8.0,88.0,7.0,1.0,5.0,3.0,3.0,8.0,14.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,80.0,3.0,1.0,2.0
2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,226.0,19926.0,17053.0,1452.0,50.0,5.0,53.0,4.0,3.0,11.0,2.0,3.0,21.0,15.0,4.0,4.0,0.0,3.0,3.0,5.0,5.0,2.0,80.0,3.0,1.0,3.0
0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,1662.0,4374.0,15411.0,894.0,36.0,3.0,33.0,2.0,0.0,1.0,3.0,4.0,4.0,15.0,1.0,2.0,0.0,3.0,2.0,6.0,2.0,3.0,80.0,3.0,1.0,4.0
1.0,0.0,2.0,7.0,1.0,2.0,2.0,0.0,488.0,9355.0,9558.0,143.0,41.0,8.0,56.0,7.0,1.0,4.0,2.0,1.0,8.0,18.0,7.0,7.0,0.0,3.0,3.0,5.0,2.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,321.0,2267.0,25657.0,818.0,59.0,2.0,52.0,2.0,8.0,6.0,3.0,2.0,7.0,17.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,80.0,3.0,1.0,2.0
2.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,727.0,11159.0,19373.0,1018.0,32.0,7.0,39.0,7.0,3.0,3.0,4.0,3.0,10.0,15.0,7.0,7.0,0.0,3.0,3.0,6.0,3.0,4.0,80.0,3.0,1.0,2.0
2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,1025.0,5003.0,23371.0,549.0,41.0,2.0,42.0,1.0,6.0,7.0,3.0,4.0,8.0,14.0,2.0,2.0,0.0,3.0,3.0,6.0,2.0,2.0,80.0,3.0,1.0,2.0
2.0,1.0,2.0,7.0,0.0,2.0,1.0,0.0,580.0,9071.0,11563.0,1125.0,46.0,3.0,94.0,2.0,2.0,10.0,4.0,3.0,15.0,19.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,3.0,7.0,1.0,2.0,1.0,0.0,2065.0,5390.0,13243.0,1023.0,49.0,9.0,63.0,8.0,2.0,2.0,2.0,4.0,17.0,14.0,0.0,6.0,0.0,2.0,2.0,3.0,2.0,4.0,80.0,3.0,1.0,3.0
2.0,1.0,2.0,7.0,1.0,2.0,2.0,0.0,120.0,5441.0,8423.0,632.0,51.0,10.0,71.0,0.0,0.0,21.0,4.0,3.0,11.0,22.0,1.0,7.0,0.0,1.0,3.0,2.0,2.0,4.0,80.0,4.0,1.0,4.0
2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1766.0,5811.0,24539.0,833.0,38.0,1.0,60.0,0.0,3.0,18.0,4.0,2.0,15.0,16.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,3.0,80.0,3.0,1.0,3.0
0.0,1.0,2.0,7.0,1.0,2.0,1.0,0.0,449.0,6349.0,22107.0,210.0,27.0,5.0,73.0,4.0,0.0,1.0,2.0,3.0,6.0,13.0,1.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,80.0,3.0,1.0,1.0
2.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,995.0,3452.0,17241.0,461.0,33.0,3.0,53.0,2.0,3.0,13.0,4.0,2.0,5.0,18.0,0.0,2.0,0.0,3.0,3.0,4.0,1.0,1.0,80.0,3.0,1.0,1.0
2.0,1.0,3.0,6.0,1.0,1.0,1.0,0.0,1755.0,2932.0,5586.0,181.0,34.0,5.0,97.0,2.0,0.0,2.0,4.0,4.0,6.0,14.0,1.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,80.0,3.0,1.0,4.0
2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,716.0,3221.0,3297.0,1207.0,50.0,20.0,74.0,8.0,1.0,28.0,3.0,4.0,20.0,11.0,3.0,8.0,3.0,3.0,4.0,3.0,1.0,3.0,80.0,3.0,1.0,1.0
2.0,0.0,3.0,8.0,1.0,2.0,1.0,0.0,1056.0,1052.0,23384.0,1144.0,28.0,1.0,74.0,0.0,1.0,10.0,2.0,4.0,1.0,22.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,2.0,80.0,4.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,918.0,2380.0,13384.0,781.0,58.0,1.0,57.0,0.0,9.0,2.0,4.0,4.0,3.0,14.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,80.0,3.0,1.0,1.0
2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1981.0,4617.0,14120.0,771.0,24.0,4.0,45.0,2.0,1.0,1.0,3.0,2.0,4.0,12.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,80.0,3.0,1.0,2.0
2.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,41.0,2206.0,16117.0,125.0,30.0,10.0,83.0,8.0,1.0,9.0,3.0,4.0,10.0,13.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,80.0,3.0,1.0,2.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,704.0,1281.0,16900.0,727.0,35.0,1.0,41.0,0.0,1.0,3.0,3.0,3.0,1.0,18.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,587.0,9824.0,22908.0,534.0,31.0,1.0,66.0,0.0,3.0,20.0,3.0,1.0,12.0,12.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1692.0,1393.0,24852.0,1259.0,32.0,1.0,95.0,0.0,1.0,2.0,2.0,4.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,80.0,3.0,1.0,4.0
2.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,1797.0,5813.0,13492.0,303.0,35.0,10.0,84.0,7.0,1.0,27.0,4.0,3.0,10.0,18.0,7.0,7.0,0.0,3.0,3.0,2.0,2.0,4.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1375.0,6377.0,13888.0,1202.0,40.0,12.0,89.0,8.0,5.0,2.0,3.0,2.0,15.0,20.0,11.0,11.0,3.0,3.0,4.0,0.0,2.0,2.0,80.0,4.0,1.0,1.0
2.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,833.0,6877.0,20234.0,946.0,30.0,0.0,52.0,0.0,5.0,2.0,4.0,3.0,12.0,24.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,80.0,4.0,1.0,3.0
2.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,1582.0,9924.0,12355.0,1245.0,38.0,9.0,80.0,7.0,0.0,14.0,2.0,3.0,10.0,11.0,7.0,8.0,1.0,3.0,3.0,3.0,2.0,4.0,80.0,3.0,1.0,3.0
2.0,1.0,2.0,7.0,1.0,2.0,2.0,0.0,1862.0,9907.0,26186.0,414.0,32.0,2.0,82.0,2.0,7.0,2.0,2.0,3.0,7.0,12.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,80.0,3.0,1.0,4.0
2.0,1.0,5.0,8.0,0.0,2.0,0.0,0.0,666.0,2579.0,2912.0,204.0,34.0,8.0,31.0,6.0,1.0,14.0,3.0,3.0,8.0,18.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,80.0,3.0,1.0,3.0
2.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,1465.0,9380.0,14720.0,1448.0,45.0,3.0,55.0,2.0,4.0,29.0,4.0,2.0,10.0,18.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1718.0,2305.0,6217.0,390.0,26.0,3.0,62.0,2.0,1.0,17.0,3.0,4.0,3.0,15.0,0.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,80.0,3.0,1.0,4.0
2.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,395.0,3310.0,4488.0,1117.0,28.0,5.0,66.0,2.0,1.0,8.0,4.0,4.0,5.0,21.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,4.0,80.0,4.0,1.0,2.0
2.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,823.0,5228.0,23361.0,676.0,36.0,9.0,35.0,5.0,0.0,1.0,2.0,3.0,10.0,15.0,0.0,7.0,1.0,3.0,3.0,2.0,2.0,1.0,80.0,3.0,1.0,3.0
1.0,0.0,2.0,7.0,0.0,2.0,2.0,0.0,314.0,8789.0,9096.0,944.0,35.0,10.0,92.0,8.0,1.0,1.0,3.0,3.0,10.0,14.0,0.0,7.0,0.0,4.0,3.0,3.0,3.0,1.0,80.0,3.0,1.0,3.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,692.0,7725.0,5335.0,1296.0,33.0,13.0,30.0,7.0,3.0,6.0,4.0,3.0,15.0,23.0,4.0,11.0,1.0,1.0,3.0,2.0,2.0,3.0,80.0,4.0,1.0,3.0
0.0,0.0,1.0,6.0,1.0,1.0,2.0,0.0,1206.0,2290.0,4279.0,111.0,44.0,0.0,74.0,0.0,2.0,17.0,3.0,4.0,6.0,13.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,80.0,3.0,1.0,3.0
2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1419.0,7988.0,9769.0,332.0,29.0,10.0,51.0,9.0,1.0,17.0,1.0,2.0,10.0,13.0,0.0,9.0,0.0,2.0,2.0,3.0,3.0,1.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1107.0,2377.0,19373.0,1330.0,26.0,1.0,37.0,0.0,1.0,21.0,3.0,1.0,1.0,20.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,80.0,4.0,1.0,3.0
2.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,1886.0,4788.0,25388.0,219.0,35.0,3.0,44.0,2.0,0.0,16.0,2.0,4.0,4.0,11.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,80.0,3.0,1.0,2.0
0.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,1117.0,5593.0,17970.0,1050.0,45.0,15.0,65.0,12.0,1.0,9.0,3.0,2.0,15.0,13.0,4.0,10.0,1.0,3.0,2.0,2.0,2.0,4.0,80.0,3.0,1.0,4.0
2.0,0.0,4.0,7.0,1.0,2.0,1.0,0.0,606.0,4805.0,16177.0,561.0,45.0,8.0,61.0,7.0,0.0,2.0,2.0,4.0,9.0,19.0,3.0,7.0,1.0,4.0,3.0,3.0,2.0,2.0,80.0,3.0,1.0,3.0
2.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,455.0,3983.0,7621.0,738.0,29.0,3.0,30.0,2.0,0.0,9.0,4.0,2.0,4.0,17.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,80.0,3.0,1.0,5.0
2.0,1.0,2.0,7.0,1.0,2.0,2.0,0.0,401.0,5828.0,8450.0,950.0,26.0,8.0,48.0,4.0,1.0,4.0,4.0,4.0,8.0,12.0,7.0,7.0,0.0,3.0,2.0,0.0,2.0,2.0,80.0,3.0,1.0,4.0
2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,316.0,3212.0,3300.0,1323.0,52.0,2.0,89.0,2.0,7.0,2.0,4.0,3.0,6.0,15.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,683.0,2691.0,7660.0,1397.0,34.0,10.0,42.0,8.0,1.0,1.0,4.0,2.0,10.0,12.0,8.0,9.0,1.0,2.0,3.0,4.0,1.0,4.0,80.0,3.0,1.0,5.0
2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,526.0,4522.0,2227.0,1473.0,43.0,5.0,74.0,2.0,4.0,8.0,3.0,3.0,8.0,14.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,4.0,80.0,3.0,1.0,4.0
1.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,684.0,4286.0,5630.0,306.0,45.0,1.0,100.0,0.0,2.0,26.0,1.0,1.0,5.0,14.0,0.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,80.0,3.0,1.0,4.0
1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,803.0,5980.0,26085.0,240.0,38.0,15.0,75.0,12.0,6.0,2.0,1.0,1.0,17.0,12.0,4.0,7.0,0.0,3.0,4.0,2.0,2.0,4.0,80.0,3.0,1.0,4.0
1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1126.0,10820.0,11535.0,1082.0,43.0,8.0,83.0,1.0,8.0,27.0,1.0,3.0,18.0,11.0,0.0,7.0,1.0,3.0,3.0,1.0,3.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,3.0,7.0,0.0,2.0,1.0,0.0,1220.0,4539.0,4905.0,1146.0,33.0,10.0,82.0,1.0,1.0,25.0,3.0,2.0,10.0,12.0,0.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1009.0,4377.0,24117.0,1206.0,24.0,4.0,41.0,2.0,1.0,17.0,3.0,4.0,5.0,15.0,3.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,80.0,3.0,1.0,1.0
2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,996.0,2270.0,11005.0,974.0,45.0,5.0,91.0,2.0,3.0,1.0,4.0,4.0,8.0,14.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,80.0,3.0,1.0,4.0
1.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,1043.0,10880.0,5083.0,945.0,39.0,21.0,82.0,8.0,1.0,22.0,1.0,4.0,21.0,13.0,2.0,6.0,0.0,3.0,3.0,2.0,3.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,334.0,3072.0,19877.0,1411.0,41.0,1.0,36.0,0.0,2.0,19.0,1.0,3.0,17.0,16.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,80.0,3.0,1.0,2.0
2.0,0.0,3.0,7.0,1.0,2.0,0.0,0.0,653.0,5460.0,6219.0,525.0,31.0,7.0,66.0,7.0,4.0,6.0,4.0,1.0,13.0,22.0,5.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,80.0,4.0,1.0,4.0
2.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,899.0,10903.0,9129.0,672.0,35.0,13.0,78.0,8.0,3.0,25.0,2.0,4.0,16.0,16.0,4.0,10.0,0.0,3.0,2.0,2.0,3.0,1.0,80.0,3.0,1.0,3.0
2.0,0.0,3.0,8.0,0.0,2.0,2.0,0.0,1657.0,2783.0,13251.0,1141.0,20.0,2.0,31.0,2.0,1.0,2.0,3.0,3.0,2.0,19.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,577.0,4230.0,19225.0,144.0,35.0,5.0,46.0,3.0,0.0,22.0,3.0,4.0,6.0,15.0,4.0,4.0,0.0,3.0,1.0,2.0,1.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,2.0,7.0,0.0,2.0,2.0,0.0,299.0,6696.0,22967.0,334.0,30.0,6.0,52.0,1.0,5.0,26.0,1.0,3.0,9.0,15.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,3.0,80.0,3.0,1.0,4.0
2.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,1598.0,4639.0,11262.0,118.0,40.0,5.0,84.0,2.0,1.0,14.0,1.0,4.0,5.0,15.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,80.0,3.0,1.0,2.0
2.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,228.0,9419.0,8053.0,1339.0,30.0,10.0,41.0,4.0,2.0,5.0,4.0,2.0,12.0,12.0,7.0,9.0,1.0,3.0,3.0,2.0,3.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,77.0,5993.0,2689.0,1115.0,37.0,7.0,51.0,7.0,1.0,1.0,3.0,1.0,7.0,18.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,80.0,3.0,1.0,4.0
2.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,65.0,3441.0,11179.0,1434.0,28.0,2.0,50.0,2.0,1.0,5.0,3.0,3.0,2.0,13.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,3.0,80.0,3.0,1.0,4.0
2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,659.0,4089.0,5718.0,622.0,42.0,10.0,81.0,2.0,1.0,2.0,4.0,3.0,10.0,13.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,80.0,3.0,1.0,4.0
2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,1106.0,3691.0,4605.0,1219.0,25.0,7.0,32.0,6.0,1.0,4.0,4.0,4.0,7.0,15.0,5.0,7.0,1.0,4.0,3.0,3.0,1.0,2.0,80.0,3.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,837.0,6288.0,4284.0,471.0,38.0,4.0,45.0,2.0,2.0,12.0,1.0,1.0,13.0,15.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,450.0,4869.0,16885.0,928.0,54.0,4.0,31.0,3.0,3.0,20.0,3.0,4.0,20.0,12.0,0.0,3.0,0.0,2.0,3.0,4.0,2.0,4.0,80.0,3.0,1.0,4.0
1.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,399.0,2789.0,3909.0,444.0,31.0,2.0,84.0,2.0,1.0,5.0,2.0,4.0,2.0,11.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,3.0,80.0,3.0,1.0,3.0
1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,145.0,7484.0,25796.0,1456.0,51.0,13.0,30.0,8.0,3.0,1.0,1.0,1.0,23.0,20.0,12.0,12.0,0.0,2.0,2.0,1.0,3.0,3.0,80.0,4.0,1.0,4.0
1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1203.0,2853.0,4223.0,1256.0,22.0,0.0,48.0,0.0,0.0,3.0,4.0,3.0,1.0,11.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,2.0,80.0,3.0,1.0,4.0
2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1161.0,5731.0,17171.0,367.0,37.0,6.0,52.0,3.0,7.0,25.0,4.0,3.0,9.0,13.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,80.0,3.0,1.0,2.0
2.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,1036.0,6861.0,4981.0,1035.0,38.0,1.0,42.0,0.0,8.0,3.0,4.0,2.0,19.0,12.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,80.0,3.0,1.0,4.0
2.0,0.0,2.0,7.0,1.0,2.0,1.0,0.0,1761.0,8161.0,19002.0,1079.0,31.0,1.0,70.0,0.0,2.0,16.0,3.0,1.0,10.0,13.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,80.0,3.0,1.0,4.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1552.0,4069.0,8841.0,1142.0,40.0,2.0,72.0,2.0,3.0,8.0,4.0,4.0,8.0,18.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,80.0,3.0,1.0,2.0
0.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,208.0,4319.0,26283.0,1496.0,29.0,10.0,41.0,9.0,1.0,1.0,3.0,4.0,10.0,13.0,0.0,7.0,1.0,3.0,3.0,1.0,2.0,1.0,80.0,3.0,1.0,1.0
2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1725.0,3907.0,3622.0,506.0,24.0,6.0,91.0,2.0,1.0,29.0,1.0,2.0,6.0,13.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,80.0,3.0,1.0,1.0
1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,772.0,5309.0,21146.0,430.0,32.0,10.0,80.0,7.0,1.0,24.0,4.0,1.0,10.0,15.0,4.0,8.0,2.0,3.0,3.0,2.0,2.0,4.0,80.0,3.0,1.0,4.0
2.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1084.0,9957.0,9096.0,1176.0,30.0,6.0,85.0,2.0,0.0,20.0,1.0,3.0,7.0,15.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,549.0,19566.0,3854.0,422.0,60.0,29.0,41.0,10.0,5.0,7.0,1.0,1.0,33.0,11.0,11.0,8.0,0.0,1.0,3.0,5.0,5.0,4.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,6.0,1.0,1.0,2.0,0.0,2048.0,2809.0,2725.0,1322.0,40.0,2.0,52.0,2.0,2.0,2.0,3.0,3.0,8.0,14.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,80.0,3.0,1.0,4.0
1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1143.0,3291.0,17940.0,490.0,29.0,7.0,61.0,1.0,0.0,10.0,2.0,4.0,8.0,14.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,80.0,3.0,1.0,3.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1464.0,3722.0,21081.0,523.0,31.0,2.0,94.0,2.0,6.0,2.0,4.0,2.0,7.0,13.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1763.0,5294.0,9128.0,305.0,30.0,7.0,58.0,7.0,3.0,16.0,3.0,3.0,10.0,16.0,1.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1483.0,4900.0,2721.0,405.0,57.0,12.0,93.0,8.0,0.0,1.0,3.0,2.0,13.0,24.0,2.0,9.0,1.0,2.0,4.0,2.0,2.0,1.0,80.0,4.0,1.0,2.0
2.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,80.0,18740.0,16701.0,989.0,50.0,27.0,43.0,8.0,5.0,7.0,3.0,2.0,29.0,12.0,13.0,3.0,1.0,2.0,2.0,2.0,5.0,4.0,80.0,3.0,1.0,2.0
2.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,164.0,2368.0,23300.0,841.0,26.0,5.0,46.0,3.0,1.0,6.0,2.0,3.0,5.0,19.0,4.0,4.0,0.0,2.0,2.0,3.0,1.0,3.0,80.0,3.0,1.0,3.0
2.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,872.0,4775.0,19146.0,1230.0,22.0,2.0,33.0,2.0,6.0,1.0,4.0,4.0,4.0,22.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,80.0,4.0,1.0,2.0
2.0,0.0,5.0,8.0,1.0,2.0,1.0,0.0,42.0,2086.0,3335.0,895.0,39.0,1.0,56.0,0.0,3.0,5.0,4.0,4.0,19.0,14.0,0.0,0.0,1.0,4.0,3.0,6.0,2.0,3.0,80.0,3.0,1.0,3.0
0.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,1074.0,16756.0,17323.0,444.0,55.0,9.0,40.0,2.0,7.0,2.0,1.0,3.0,31.0,15.0,6.0,7.0,0.0,4.0,2.0,3.0,4.0,2.0,80.0,3.0,1.0,1.0
2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1697.0,10883.0,20467.0,370.0,60.0,1.0,92.0,0.0,3.0,1.0,4.0,3.0,19.0,20.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,3.0,80.0,4.0,1.0,4.0
2.0,0.0,1.0,8.0,1.0,2.0,1.0,0.0,941.0,2329.0,11737.0,154.0,31.0,7.0,41.0,2.0,3.0,7.0,3.0,2.0,13.0,15.0,5.0,7.0,0.0,4.0,2.0,2.0,1.0,2.0,80.0,3.0,1.0,4.0
2.0,1.0,2.0,7.0,0.0,2.0,0.0,0.0,463.0,8268.0,11866.0,144.0,29.0,7.0,39.0,7.0,1.0,10.0,2.0,4.0,7.0,14.0,1.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,80.0,3.0,1.0,1.0
2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1083.0,3955.0,11141.0,192.0,26.0,5.0,59.0,3.0,1.0,1.0,1.0,1.0,6.0,16.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,80.0,3.0,1.0,2.0
2.0,0.0,2.0,7.0,1.0,2.0,0.0,0.0,868.0,6334.0,24558.0,342.0,37.0,1.0,66.0,0.0,4.0,16.0,3.0,4.0,9.0,19.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,80.0,3.0,1.0,4.0
0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,419.0,5674.0,6927.0,1105.0,36.0,9.0,47.0,8.0,7.0,24.0,2.0,2.0,11.0,15.0,0.0,8.0,1.0,3.0,3.0,3.0,2.0,3.0,80.0,3.0,1.0,4.0
2.0,0.0,2.0,7.0,1.0,2.0,1.0,0.0,600.0,4717.0,18659.0,619.0,35.0,11.0,85.0,9.0,9.0,1.0,3.0,2.0,15.0,11.0,6.0,9.0,0.0,3.0,3.0,2.0,2.0,3.0,80.0,3.0,1.0,3.0
2.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1608.0,19049.0,3549.0,1313.0,44.0,22.0,31.0,10.0,0.0,7.0,4.0,2.0,23.0,14.0,1.0,7.0,1.0,2.0,3.0,4.0,5.0,4.0,80.0,3.0,1.0,3.0
2.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,1239.0,6852.0,11591.0,107.0,40.0,5.0,84.0,3.0,7.0,10.0,2.0,2.0,7.0,12.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,80.0,3.0,1.0,3.0
