empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,left
764,0.39,0.46,2,159,3,0,0,medium,1
1552,0.4,0.56,2,130,3,1,0,medium,1
1431,0.43,0.52,2,156,3,0,0,medium,1
1489,0.1,0.96,7,288,4,0,0,low,1
2323,0.77,0.93,4,171,2,0,0,medium,0
2544,0.21,0.65,5,223,3,1,0,low,0
926,0.11,0.8,7,243,4,0,0,medium,1
4547,0.71,0.79,4,133,3,0,1,medium,0
1066,0.43,0.52,2,142,3,0,0,low,1
1043,0.81,0.94,5,233,6,0,0,medium,1
2276,0.94,0.74,5,171,3,0,0,low,0
1829,0.3,0.89,5,257,5,0,0,low,1
1747,0.11,0.89,6,272,4,0,0,medium,1
2817,0.95,0.45,3,225,2,0,0,low,0
3399,0.64,0.5,3,238,4,0,0,low,0
3575,0.27,0.82,4,276,2,0,0,medium,0
4523,0.9,0.56,3,220,3,0,0,low,0
712,0.4,0.55,2,159,3,0,0,low,1
4193,0.37,0.48,2,285,5,0,0,medium,0
3784,0.85,0.55,4,233,2,1,0,low,0
1546,0.1,0.78,6,310,4,0,0,medium,1
2667,0.86,0.62,3,256,3,1,0,low,0
2082,0.93,0.53,5,198,3,0,0,low,0
2731,0.91,0.89,2,219,4,0,0,low,0
4704,0.85,0.86,3,231,3,0,0,medium,0
1618,0.76,0.98,4,237,5,0,0,low,1
1277,0.44,0.54,2,139,3,0,0,medium,1
2278,0.75,0.73,2,152,4,0,0,low,0
721,0.42,0.49,2,139,3,0,0,low,1
684,0.86,0.98,3,158,5,0,0,low,1
418,0.11,0.9,6,264,4,0,0,medium,1
3350,0.93,0.67,5,237,4,0,0,low,0
3152,0.79,0.91,4,200,3,0,0,medium,0
446,0.09,0.94,6,283,5,0,0,low,1
660,0.77,0.91,5,221,6,0,0,medium,1
87,0.17,0.84,5,232,3,0,0,low,1
3888,0.63,0.5,4,235,3,0,0,medium,0
2172,0.64,0.6,3,143,3,0,0,medium,0
3341,0.86,0.49,4,251,2,0,0,medium,0
1151,0.43,0.46,2,129,3,0,0,low,1
461,0.43,0.49,2,135,3,0,0,medium,1
951,0.09,0.9,7,289,5,0,0,low,1
3452,0.72,0.95,4,216,3,0,0,low,0
3902,0.73,0.78,5,150,3,0,0,low,0
4734,0.56,0.54,4,191,2,1,1,medium,0
1586,0.73,0.93,5,229,5,0,0,medium,1
4242,0.76,0.49,3,138,2,1,0,medium,0
2567,0.63,0.86,4,271,3,1,0,medium,0
4239,0.58,0.96,3,202,2,0,0,medium,0
209,0.44,0.5,2,128,3,0,0,low,1
2122,0.75,0.85,4,234,3,0,0,low,0
3147,0.76,0.74,3,183,3,0,0,medium,0
1959,0.4,0.57,2,151,3,0,0,low,1
3274,0.49,0.52,5,188,4,0,0,medium,0
226,0.9,0.97,4,258,5,0,0,low,1
3117,0.56,0.7,3,214,2,0,0,medium,0
4453,0.96,0.57,3,151,2,0,0,low,0
1142,0.46,0.48,2,129,3,0,0,low,1
590,0.39,0.54,2,155,3,0,0,low,1
2491,0.69,0.64,5,265,2,1,0,high,0
4832,0.98,0.75,5,188,2,0,0,low,0
1989,0.51,0.6,7,243,5,0,0,medium,1
2311,0.87,0.58,4,212,3,0,0,low,0
54,0.39,0.54,2,132,3,0,0,low,1
3431,0.74,0.7,3,253,4,1,0,medium,0
4906,0.54,0.76,3,157,4,0,0,low,0
4058,0.72,0.54,3,226,2,1,0,low,0
2259,0.99,0.57,3,176,4,1,0,medium,0
3536,0.96,0.5,3,234,2,1,0,medium,0
4635,0.75,0.76,4,254,4,0,0,low,0
2762,0.62,0.85,3,145,3,0,0,medium,0
4913,0.66,0.63,5,264,5,0,0,low,0
1846,0.43,0.56,2,129,3,0,0,low,1
3672,0.7,0.7,3,224,3,0,0,low,0
3554,0.31,0.64,6,183,2,1,0,low,0
3507,0.21,0.42,4,269,4,1,0,medium,0
4084,0.96,0.83,4,132,6,0,0,high,0
532,0.37,0.54,2,131,3,1,0,medium,1
1430,0.87,0.91,4,255,5,0,0,medium,1
4672,0.55,0.64,3,101,2,1,0,medium,0
1439,0.1,0.89,7,285,4,0,0,low,1
996,0.38,0.46,2,144,3,0,0,low,1
3451,0.89,0.58,4,232,2,0,0,low,0
3816,0.74,0.98,5,200,3,0,0,medium,0
1356,0.83,0.95,5,221,5,0,0,medium,1
3036,0.34,0.82,6,197,5,1,0,medium,0
1029,0.88,0.89,4,275,5,0,0,low,1
1152,0.79,0.96,4,234,5,0,0,low,1
3048,0.48,0.59,5,235,3,0,0,low,0
1050,0.74,0.89,5,232,6,0,0,medium,1
4968,0.88,0.96,4,155,2,0,0,medium,0
3222,0.63,0.7,5,182,3,0,0,medium,0
2639,0.69,0.61,5,229,3,0,0,medium,0
3836,0.18,0.64,3,223,4,1,0,low,0
1890,0.11,0.95,6,279,4,0,0,low,1
553,0.82,0.85,5,248,5,0,0,low,1
427,0.74,0.92,4,261,5,0,0,medium,1
796,0.43,0.54,2,150,3,0,0,low,1
763,0.41,0.47,2,131,3,0,0,medium,1
2529,0.24,0.6,4,195,5,0,0,medium,0
3787,0.37,0.71,3,117,3,0,0,low,0
146,0.41,0.46,2,151,3,0,0,low,1
725,0.45,0.56,2,146,3,0,0,medium,1
4378,0.75,0.53,3,222,2,0,0,low,0
4852,0.31,0.59,3,176,3,0,0,medium,0
689,0.09,0.82,6,257,4,0,0,medium,1
3091,0.49,0.61,5,133,3,0,0,low,0
1768,0.78,0.95,4,260,5,0,0,low,1
1623,0.86,0.85,5,267,5,0,0,medium,1
4153,0.27,0.47,5,217,6,0,0,medium,0
673,0.46,0.57,2,154,3,0,0,low,1
2935,0.77,0.75,4,225,3,0,0,low,0
3745,0.89,0.79,5,257,3,0,0,medium,0
4370,0.84,0.97,4,253,2,1,0,low,0
4577,0.97,0.6,5,133,2,0,0,medium,0
1024,0.42,0.57,2,159,3,0,0,low,1
1764,0.72,1.0,5,234,5,0,0,low,1
1727,0.45,0.51,2,137,3,0,0,low,1
1040,0.82,1.0,4,273,6,0,0,medium,1
962,0.73,0.83,5,270,5,1,0,medium,1
1823,0.43,0.46,2,157,3,0,0,medium,1
2446,0.77,0.83,4,231,2,0,0,medium,0
1424,0.39,0.49,2,146,3,0,0,low,1
3654,0.24,0.94,4,146,4,0,0,medium,0
2253,0.62,0.98,4,137,3,0,0,medium,0
2444,0.54,0.77,4,271,3,0,0,medium,0
2271,0.8,0.9,4,136,3,0,0,low,0
1830,0.1,0.93,6,258,4,0,0,medium,1
2179,0.21,0.82,4,207,5,0,0,high,0
3546,0.8,0.7,6,231,4,0,0,medium,0
4983,0.3,0.51,2,178,3,0,0,low,0
2760,0.89,0.69,3,173,3,0,0,medium,0
3682,0.19,0.91,6,152,3,0,0,low,0
1542,0.61,0.46,5,220,4,0,0,low,1
3954,0.76,0.75,4,193,4,0,0,low,0
4887,0.73,0.63,4,174,3,0,0,low,0
3601,0.68,0.41,3,106,6,0,0,low,0
809,0.71,1.0,4,300,5,0,0,medium,1
3019,0.65,0.89,3,151,2,0,0,low,0
1703,0.39,0.53,2,141,3,0,0,medium,1
3863,0.69,0.89,5,201,2,0,0,low,0
4130,0.6,0.56,4,260,3,0,0,high,0
1596,0.4,0.53,2,152,3,0,0,medium,1
3848,0.96,0.61,3,271,2,0,0,medium,0
3998,0.76,0.79,3,197,5,0,0,medium,0
1141,0.82,0.83,4,245,5,1,0,low,1
2473,0.97,0.63,3,133,3,0,0,low,0
4027,0.91,0.93,4,184,3,0,0,low,0
972,0.72,1.0,5,264,5,0,0,medium,1
2828,0.73,0.59,3,219,2,0,0,low,0
161,0.1,0.95,7,301,4,0,0,low,1
722,0.31,0.87,4,184,3,0,0,low,1
967,0.09,0.85,5,281,4,0,0,medium,1
168,0.31,0.54,5,132,5,0,0,low,1
4403,0.89,0.65,4,184,3,0,0,low,0
2248,0.78,0.8,4,194,2,1,0,medium,0
2965,0.14,0.83,5,175,6,1,0,low,0
1268,0.42,0.53,2,158,3,0,0,low,1
4886,0.7,0.74,4,247,2,0,0,low,0
743,0.44,0.49,2,154,3,0,0,low,1
1948,0.72,0.84,5,257,5,0,0,medium,1
2340,0.14,0.51,5,173,4,0,0,medium,0
702,0.89,0.82,4,243,5,0,0,medium,1
1711,0.11,0.97,6,254,4,0,0,high,1
802,0.43,0.55,2,153,3,0,0,medium,1
4285,0.41,0.61,3,185,2,1,0,medium,0
3287,0.88,0.86,5,257,3,0,0,low,0
4697,0.85,0.88,3,235,2,0,0,medium,0
3563,0.87,0.73,3,172,3,1,0,low,0
1871,0.79,0.93,5,268,5,0,0,medium,1
2604,0.99,0.78,4,140,3,0,0,medium,0
840,0.37,0.53,2,126,3,0,0,low,1
1140,0.42,0.46,2,132,3,0,0,low,1
4953,0.55,0.55,4,191,4,0,0,low,0
3200,0.18,0.52,5,185,6,0,0,high,0
3025,0.41,0.96,6,171,5,1,0,medium,0
312,0.11,0.95,7,300,4,0,0,medium,1
2840,0.77,0.57,3,189,2,0,0,medium,0
1985,0.4,0.49,2,160,3,0,0,low,1
2504,0.61,0.99,4,251,2,0,0,low,0
4418,0.82,0.78,5,231,2,1,0,low,0
1136,0.11,0.87,6,291,4,0,0,low,1
3901,0.85,0.55,3,137,3,1,0,low,0
2353,0.54,0.73,2,100,3,0,0,low,0
205,0.87,0.9,5,254,6,0,0,low,1
570,0.25,0.46,4,214,4,0,0,medium,1
1789,0.42,0.48,2,146,3,0,0,high,1
233,0.11,0.83,6,244,4,0,0,low,1
254,0.87,0.98,4,248,5,0,0,low,1
1420,0.75,0.87,5,246,5,0,0,low,1
4271,0.85,0.67,3,167,4,0,0,medium,0
151,0.11,0.91,6,278,4,0,0,low,1
309,0.41,0.48,2,145,3,0,0,medium,1
1108,0.72,0.82,5,269,5,0,0,low,1
1249,0.41,0.54,2,138,3,0,0,low,1
2228,0.61,0.95,4,174,4,0,0,low,0
4272,0.52,0.86,5,168,3,0,0,medium,0
2119,0.93,0.52,4,200,3,0,0,low,0
2043,0.71,0.92,3,202,4,0,0,low,0
49,0.4,0.54,2,148,3,0,0,low,1
4026,0.12,0.58,3,241,2,0,0,low,0
395,0.42,0.56,2,133,3,0,0,low,1
4728,0.76,0.96,4,135,3,1,1,low,0
1678,0.39,0.54,2,149,3,0,0,low,1
4085,0.59,0.62,4,227,4,1,0,low,0
1815,0.83,0.93,5,257,5,0,0,low,1
4228,0.67,0.67,3,183,3,0,0,medium,0
4524,0.69,0.8,5,215,3,0,0,low,0
256,0.44,0.45,2,156,3,0,0,medium,1
3047,0.66,0.81,4,148,4,0,0,low,0
4398,0.98,0.61,4,265,2,1,0,medium,0
1838,0.1,0.79,6,275,4,0,0,low,1
1177,0.38,0.5,2,151,3,1,0,low,1
1045,0.63,0.94,3,179,2,0,0,medium,1
1163,0.35,0.8,6,281,2,0,0,medium,1
2067,0.81,0.99,5,143,3,0,0,medium,0
3422,0.5,0.53,4,263,3,0,0,medium,0
4416,0.65,0.55,5,215,2,0,0,low,0
1935,0.78,0.93,4,225,5,0,0,medium,1
3905,0.83,0.8,3,273,3,0,0,low,0
981,0.45,0.45,2,140,3,0,0,low,1
2668,0.53,0.87,3,151,2,0,0,low,0
4859,0.63,0.66,4,157,2,0,0,medium,0
767,0.75,0.81,5,227,5,0,0,medium,1
621,0.8,0.75,3,268,2,0,0,medium,1
4311,0.6,0.78,4,152,3,1,0,medium,0
1365,0.41,0.52,2,147,3,0,0,medium,1
1016,0.39,0.48,2,138,3,0,0,low,1
597,0.86,0.84,5,222,5,0,0,low,1
4264,0.15,0.67,4,264,3,0,0,low,0
68,0.9,0.98,4,264,6,0,0,medium,1
3277,0.93,0.65,4,212,4,0,0,medium,0
4472,0.68,0.94,3,264,2,0,0,low,0
2182,0.99,0.81,5,180,3,1,0,medium,0
2915,0.65,0.77,5,241,2,0,0,medium,0
3838,0.76,0.65,3,220,3,0,0,low,0
4257,0.78,0.66,4,214,2,0,0,low,0
2971,0.74,0.63,3,230,2,0,0,low,0
895,0.73,0.92,5,266,5,0,0,medium,1
713,0.84,0.98,5,270,5,0,0,low,1
677,0.11,0.82,6,270,4,0,0,low,1
2757,0.87,0.5,3,269,3,0,0,medium,0
1161,0.36,0.73,4,276,2,0,0,medium,1
439,0.77,0.9,4,237,5,0,0,low,1
1449,0.46,0.52,2,131,3,0,0,low,1
4202,0.49,0.71,3,255,2,1,0,low,0
3719,0.82,0.58,4,136,3,0,0,medium,0
4148,0.82,0.88,4,149,2,0,0,low,0
2486,0.96,0.54,3,153,2,0,0,medium,0
1590,0.1,0.81,6,308,4,0,0,medium,1
2256,0.87,0.74,4,190,4,0,0,medium,0
4405,0.54,0.81,4,257,2,0,0,low,0
438,0.43,0.53,2,160,3,0,0,low,1
2032,0.67,0.57,2,160,4,0,0,low,0
396,0.45,0.46,2,128,3,0,0,low,1
2910,0.77,0.61,4,223,3,0,0,medium,0
4952,0.5,0.54,3,254,2,0,0,low,0
947,0.37,0.46,2,131,3,0,0,low,1
329,0.1,0.85,6,266,4,0,0,low,1
3466,0.59,0.83,4,239,4,0,0,high,0
3739,0.72,0.8,3,219,3,0,0,medium,0
3090,0.59,0.56,4,221,3,1,0,low,0
2574,0.67,0.71,3,190,3,1,0,medium,0
2735,0.82,0.63,5,177,3,0,0,low,0
1541,0.42,0.47,2,145,3,0,0,low,1
2255,0.91,0.82,3,183,3,0,0,medium,0
4444,0.62,0.57,3,174,2,0,0,low,0
3944,0.74,0.37,2,171,4,0,0,low,0
2866,0.58,0.76,5,260,2,1,0,low,0
1354,0.79,0.97,4,243,5,0,0,medium,1
459,0.41,0.48,2,136,3,0,0,medium,1
4292,0.9,0.88,4,205,2,0,0,low,0
4603,0.95,0.64,3,242,5,1,0,low,0
3087,0.57,0.56,4,113,3,0,0,low,0
2937,0.97,0.65,3,219,2,0,0,low,0
1002,0.11,0.85,6,267,4,0,0,medium,1
3291,0.58,0.75,4,233,2,0,0,low,0
594,0.37,0.54,2,132,3,0,0,low,1
2272,0.61,0.55,4,231,3,0,0,low,0
4481,0.51,0.86,5,212,2,0,0,low,0
1756,0.63,0.76,2,157,4,0,0,low,1
1310,0.56,0.75,5,236,2,0,0,medium,1
1279,0.38,0.56,2,148,3,0,0,medium,1
1731,0.44,0.55,2,141,3,0,0,low,1
1145,0.43,0.45,2,140,3,0,0,low,1
1363,0.4,0.5,2,129,3,0,0,medium,1
3865,0.68,0.8,4,186,3,1,0,low,0
2046,0.52,0.59,2,176,3,1,0,low,0
3625,0.65,0.66,5,239,4,0,0,low,0
2594,0.57,0.9,3,256,4,0,0,low,0
4320,0.51,0.95,4,201,3,0,0,medium,0
2655,0.71,0.48,5,114,3,0,0,low,0
3887,0.72,0.67,3,164,4,0,0,medium,0
917,0.11,0.82,6,304,4,1,0,low,1
1561,0.09,0.83,6,286,4,0,0,low,1
4095,0.3,0.8,6,250,3,0,0,low,0
4182,0.19,0.93,3,110,4,0,0,medium,0
862,0.43,0.48,2,144,3,0,0,low,1
3467,0.86,0.87,3,205,4,0,0,low,0
88,0.44,0.45,2,132,3,0,0,low,1
3103,0.97,0.5,3,225,2,0,0,medium,0
3605,0.7,0.64,3,180,2,0,0,low,0
2307,0.8,0.98,2,232,6,1,0,low,0
3044,0.95,0.49,4,146,6,1,0,low,0
448,0.1,0.84,5,298,4,0,0,low,1
608,0.11,0.88,5,250,4,0,0,medium,1
2461,0.86,0.72,4,167,2,0,0,low,0
4046,0.91,0.72,3,213,3,0,0,low,0
2911,0.59,0.81,6,123,5,0,0,medium,0
387,0.1,0.93,6,298,4,0,0,medium,1
709,0.11,0.87,6,255,4,0,0,low,1
2409,0.22,0.88,4,213,3,1,0,medium,0
3559,0.82,0.67,3,213,2,0,0,low,0
3726,0.86,0.96,4,146,3,0,0,medium,0
2572,0.78,0.82,4,143,3,0,0,medium,0
1283,0.81,0.81,4,218,5,1,0,low,1
4367,0.39,0.64,3,152,2,0,0,low,0
2450,0.91,0.7,3,132,4,0,0,medium,0
2476,0.32,0.42,2,99,4,0,0,low,0
2698,0.76,0.76,3,216,3,0,0,low,0
705,0.74,0.54,5,216,3,0,0,low,1
4723,0.5,0.82,3,133,2,1,0,low,0
3666,0.91,0.53,3,147,4,1,0,high,0
3204,0.48,0.95,3,184,2,0,0,high,0
2443,0.92,0.69,3,192,3,0,0,medium,0
1137,0.86,0.91,5,265,5,0,0,low,1
978,0.11,0.87,5,303,4,0,0,low,1
2803,0.8,0.85,5,242,3,0,0,high,0
818,0.11,0.87,6,264,4,0,0,medium,1
4139,0.58,0.43,6,132,3,0,0,low,0
2480,0.96,0.88,4,165,2,0,0,medium,0
3170,0.72,0.82,5,287,3,0,0,medium,0
4235,0.89,0.5,4,147,2,0,0,medium,0
1465,0.1,0.92,6,279,4,0,0,medium,1
310,0.1,0.94,6,285,4,0,0,medium,1
568,0.1,0.97,6,282,4,0,0,medium,1
2847,0.74,0.38,2,126,3,0,0,medium,0
89,0.37,0.57,2,130,3,0,0,low,1
326,0.41,0.52,2,135,3,0,0,low,1
816,0.8,0.97,4,218,5,1,0,medium,1
1971,0.53,0.76,5,132,6,0,0,low,1
2749,0.2,0.74,6,148,4,0,0,low,0
2612,0.98,0.53,3,234,3,0,0,medium,0
891,0.43,0.57,2,131,3,1,0,medium,1
918,0.38,0.55,2,145,3,0,0,low,1
4011,0.58,0.67,2,180,2,0,0,medium,0
707,0.79,0.93,4,226,5,0,0,low,1
1282,0.75,0.88,5,270,5,0,0,high,1
2985,0.98,0.5,4,207,3,0,0,low,0
611,0.09,0.95,7,256,4,0,0,medium,1
475,0.87,1.0,5,242,5,0,0,low,1
170,0.45,0.57,2,158,3,0,0,low,1
38,0.45,0.5,2,126,3,0,0,low,1
2615,0.88,0.6,4,224,2,0,0,low,0
2309,0.62,0.53,3,141,3,0,0,low,0
1743,0.1,0.89,6,259,5,0,0,medium,1
4267,0.92,0.56,5,197,2,1,0,medium,0
747,0.36,0.5,2,132,3,0,0,low,1
1828,0.1,0.95,5,286,4,0,0,high,1
2883,0.92,0.94,5,248,3,0,0,medium,0
1745,0.4,0.48,2,161,3,0,0,medium,1
1528,0.38,0.55,2,131,3,0,0,low,1
2701,0.64,0.59,3,174,3,1,0,low,0
1563,0.44,0.57,2,148,3,0,0,low,1
759,0.39,0.54,2,127,3,0,0,low,1
2802,0.51,0.58,2,181,4,0,0,medium,0
2334,0.66,0.95,3,191,3,0,0,medium,0
53,0.38,0.55,2,134,3,0,0,low,1
4091,0.17,0.48,6,270,5,0,0,low,0
295,0.1,0.93,6,253,4,0,0,medium,1
392,0.45,0.55,2,148,3,0,0,low,1
3773,0.6,0.81,2,214,3,0,0,high,0
863,0.41,0.47,2,154,3,0,0,low,1
4630,0.9,1.0,2,114,5,0,0,high,0
1186,0.43,0.49,2,135,3,0,0,low,1
3674,0.51,0.52,3,132,3,0,0,low,0
11,0.45,0.54,2,135,3,0,0,low,1
2629,0.64,0.52,4,207,3,0,0,low,0
3741,0.59,0.63,5,243,2,0,0,medium,0
4335,0.72,0.72,4,175,4,0,0,low,0
924,0.44,0.5,2,156,3,0,0,medium,1
4738,0.55,0.85,3,152,2,0,1,medium,0
2073,0.97,0.83,4,202,3,0,0,low,0
1752,0.11,0.9,7,245,4,0,0,medium,1
2319,0.55,0.84,3,237,3,0,0,low,0
4656,0.8,0.86,3,136,2,0,0,medium,0
3515,0.52,0.82,3,192,3,0,0,low,0
3613,0.71,0.63,5,224,3,1,0,medium,0
960,0.1,0.94,7,281,4,0,0,medium,1
201,0.9,0.82,5,259,5,0,0,low,1
3406,0.69,0.96,3,210,3,0,0,low,0
455,0.09,0.97,7,254,4,1,0,medium,1
3459,0.74,0.5,4,216,3,0,0,medium,0
2435,0.65,0.75,2,151,3,0,0,low,0
3260,0.62,0.58,3,202,2,0,0,medium,0
3868,0.71,0.76,4,142,2,1,0,low,0
3371,0.64,0.83,3,188,4,0,0,low,0
4029,0.78,0.72,3,255,4,1,0,low,0
4864,0.99,0.87,4,223,3,0,0,medium,0
514,0.11,0.89,6,293,4,0,0,low,1
3597,0.48,0.5,4,173,3,0,0,low,0
48,0.57,0.7,3,273,6,0,0,low,1
145,0.84,0.99,4,267,5,0,0,low,1
4822,0.71,0.88,4,266,3,0,0,high,0
3233,0.9,0.96,3,223,4,0,0,high,0
2157,0.81,0.86,3,231,3,0,0,low,0
2118,0.78,0.72,5,270,3,1,0,low,0
4308,0.61,0.98,3,138,5,1,0,medium,0
3319,0.48,0.86,5,246,3,0,0,low,0
4781,0.88,0.77,4,168,4,0,0,medium,0
1700,0.43,0.46,2,126,3,0,0,medium,1
591,0.38,0.55,2,148,3,0,0,low,1
3358,0.71,0.69,4,180,3,1,0,medium,0
1491,0.38,0.55,2,130,3,0,0,low,1
4702,0.28,0.76,3,150,2,0,0,medium,0
23,0.09,0.95,6,304,4,0,0,low,1
1535,0.1,0.94,6,297,5,0,0,low,1
3594,0.81,0.77,4,197,3,0,0,low,0
540,0.11,0.94,7,244,4,0,0,medium,1
2148,0.65,0.64,3,223,4,0,0,low,0
4489,0.62,0.97,4,266,3,0,0,low,0
897,0.44,0.56,2,134,3,0,0,medium,1
3212,0.58,0.9,4,175,3,1,0,low,0
1632,0.1,0.85,6,283,4,0,0,medium,1
3707,0.65,0.55,4,250,2,0,0,low,0
4036,0.59,0.69,3,146,3,0,0,medium,0
772,0.1,0.86,6,309,4,0,0,medium,1
3412,0.52,0.85,5,183,3,0,0,low,0
3392,0.98,0.59,4,149,2,0,0,medium,0
94,0.46,0.55,2,129,3,0,0,low,1
1784,0.43,0.53,2,136,3,0,0,medium,1
3172,0.38,0.74,3,159,4,0,0,medium,0
1017,0.4,0.55,2,155,3,0,0,low,1
3195,0.57,0.65,5,177,2,0,0,high,0
599,0.37,0.46,2,157,3,0,0,low,1
714,0.73,0.92,5,232,5,0,0,low,1
3918,0.68,1.0,4,167,2,0,0,low,0
3397,0.58,0.91,3,223,2,0,0,low,0
34,0.45,0.55,2,140,3,0,0,low,1
2103,0.15,0.53,6,222,3,0,0,medium,0
1859,0.38,0.47,2,128,3,0,0,medium,1
2573,0.67,0.65,5,156,2,0,0,medium,0
1102,0.09,0.97,7,262,4,0,0,low,1
4659,0.68,0.67,4,135,2,0,0,medium,0
569,0.44,0.51,2,134,3,0,0,medium,1
4035,0.26,0.81,5,139,4,0,0,medium,0
2496,0.76,0.84,4,236,4,0,0,medium,0
2781,0.35,0.52,5,244,3,0,0,low,0
306,0.45,0.47,2,135,3,0,0,medium,1
1671,0.44,0.57,2,141,3,0,0,medium,1
683,0.11,0.87,7,278,4,0,0,low,1
488,0.19,1.0,4,192,4,0,0,low,1
612,0.39,0.53,2,127,3,0,0,medium,1
386,0.75,0.9,5,256,5,0,0,low,1
1995,0.43,0.54,2,156,3,0,0,low,1
4126,0.53,0.96,3,181,3,1,0,high,0
1690,0.38,0.51,2,141,3,0,0,low,1
305,0.89,0.87,5,255,5,0,0,medium,1
4232,0.13,0.72,4,148,5,0,0,medium,0
2692,0.66,0.48,3,192,3,1,0,low,0
4307,0.66,0.5,3,218,2,0,0,medium,0
3134,0.35,0.69,3,141,2,1,0,low,0
4376,0.72,0.93,4,174,2,0,0,low,0
4359,0.85,0.81,4,189,4,0,0,medium,0
3229,0.13,0.8,5,203,5,0,0,medium,0
2221,0.75,0.51,4,138,4,0,0,medium,0
1020,0.86,0.95,4,241,5,0,0,low,1
2189,0.18,0.8,2,110,5,0,0,low,0
648,0.46,0.5,2,151,3,0,0,medium,1
2662,0.96,0.72,3,272,3,0,0,low,0
2030,0.84,0.77,4,262,4,0,0,low,0
457,0.86,0.93,5,223,5,0,0,medium,1
2220,0.28,0.55,4,208,4,0,0,medium,0
1758,0.36,0.51,2,144,3,0,0,low,1
1444,0.11,0.88,7,305,4,0,0,low,1
4890,0.57,0.68,4,154,3,1,0,medium,0
3792,0.69,0.69,4,167,3,1,0,low,0
4944,0.55,0.65,3,207,3,0,0,low,0
977,0.92,0.94,5,307,5,0,0,low,1
1233,0.09,0.88,7,265,4,0,0,medium,1
3738,0.16,0.86,2,215,2,0,0,medium,0
3736,0.7,0.83,5,261,4,0,0,high,0
812,0.09,0.97,7,288,4,0,0,medium,1
4961,0.5,0.49,3,180,3,1,0,low,0
2133,0.76,0.83,3,186,2,1,0,medium,0
3354,0.59,0.92,4,196,2,0,0,medium,0
2006,0.36,0.95,3,206,4,0,0,low,0
4118,0.44,0.74,4,250,6,0,0,medium,0
3398,0.77,0.49,4,184,3,0,0,low,0
4717,0.8,0.79,4,168,3,0,0,low,0
363,0.41,0.54,2,145,3,0,0,low,1
4684,0.12,0.7,4,276,4,0,0,low,0
1767,0.44,0.56,2,141,3,0,0,low,1
1904,0.85,0.87,4,273,5,0,0,medium,1
1551,0.09,0.87,7,305,4,0,0,medium,1
211,0.43,0.46,2,156,3,0,0,low,1
4296,0.51,0.5,5,251,3,1,0,low,0
250,0.11,0.84,6,298,4,0,0,low,1
1321,0.1,0.86,6,306,4,0,0,high,1
2463,0.63,0.8,3,205,2,0,0,low,0
554,0.79,1.0,5,257,6,0,0,low,1
4964,0.77,0.89,5,152,3,0,0,medium,0
32,0.45,0.57,2,134,3,0,0,low,1
1750,0.09,0.91,6,243,4,0,0,high,1
3054,0.54,0.72,3,172,2,0,0,low,0
2744,0.62,0.71,5,149,2,0,0,low,0
2077,0.51,0.69,3,212,3,0,0,low,0
1944,0.09,0.93,6,296,4,0,0,medium,1
221,0.1,0.84,6,286,4,0,0,low,1
2158,0.67,0.54,2,141,2,0,0,low,0
667,0.46,0.62,6,213,3,0,0,low,1
1720,0.77,0.96,5,249,6,0,0,low,1
915,0.89,0.87,5,275,6,0,0,low,1
3353,0.94,0.88,4,270,3,0,0,medium,0
4012,0.8,0.79,3,217,3,0,0,low,0
4248,0.86,0.82,4,252,4,0,0,low,0
4321,0.53,0.56,5,188,3,0,0,medium,0
3282,0.48,0.62,3,200,3,1,0,medium,0
3615,0.91,0.68,3,218,3,1,0,medium,0
4718,0.64,0.61,2,153,2,0,0,low,0
1522,0.38,0.47,2,140,3,1,0,low,1
2314,0.98,0.77,3,134,2,1,0,low,0
1154,0.1,0.88,7,300,4,0,0,medium,1
4349,0.78,0.92,5,242,4,0,0,medium,0
525,0.75,0.99,5,221,5,0,0,low,1
877,0.91,0.94,5,257,5,0,0,low,1
4542,0.74,0.94,3,286,6,0,1,medium,0
3796,0.17,0.88,6,226,3,1,0,high,0
3011,0.62,0.89,3,153,3,1,0,low,0
3006,0.54,0.74,3,185,4,0,0,low,0
3079,0.93,0.59,5,172,3,0,0,medium,0
2092,0.73,0.44,2,194,6,0,0,medium,0
2487,0.49,0.5,4,187,5,1,0,medium,0
4131,0.81,0.58,3,243,4,0,0,high,0
3989,0.72,0.51,3,146,2,1,0,low,0
2433,0.87,0.82,6,176,3,0,0,low,0
2257,0.95,0.69,3,225,2,0,0,high,0
3293,0.5,0.56,5,185,2,0,0,high,0
2738,0.63,0.5,3,246,3,0,0,low,0
2695,0.98,0.53,4,192,2,1,0,low,0
3641,0.63,0.82,5,229,2,0,0,medium,0
2830,0.63,0.67,5,263,3,0,0,medium,0
2184,0.22,0.53,4,244,2,0,0,medium,0
2841,0.42,0.94,5,227,5,0,0,medium,0
3909,0.7,0.55,4,159,3,0,0,low,0
2537,0.61,0.59,5,271,2,0,0,low,0
1593,0.41,0.57,2,154,3,0,0,medium,1
825,0.37,0.56,2,138,3,0,0,low,1
4154,0.78,0.72,4,219,3,0,0,medium,0
4942,0.42,0.59,3,156,2,0,0,low,0
4544,0.76,0.52,2,229,3,0,1,medium,0
3509,0.66,0.57,3,161,2,1,0,medium,0
4426,0.37,0.9,3,229,6,0,0,medium,0
